date_documented,date,time,described_duration,described_ufo,full_description,city,state,latitude,longitude
5/12/2010,5/11/2010,05:10 pm,1 second,,sonic boom event over northwestern pacific. no craft seen.,big sur,ca,36.2702778,-121.8063889
2/14/2006,5/1/1976,04:00 pm,10 minutes,,eagle shaped with detailed coloring,eastland,tx,32.4013889,-98.8172222
8/5/2009,5/1/1999,09:00 pm,20 minutes,,a total of three objects no sound.,northport,ny,40.9008333,-73.3436111
5/15/2013,5/1/2013,10:00 pm,1 second,,loud boom.,grand blanc,mi,42.9275,-83.63
1/24/2014,5/1/2013,10:00 pm,2:00,oval,,toledo,oh,41.6638889,-83.5552778
5/2/2014,5/1/2014,08:00 pm,~5 minutes,,long row of flashing lights at a downward angle moving down,cullman,al,34.1747222,-86.8436111
5/2/2014,5/1/2014,09:35 pm,10 seconds,,large boomerang shaped light blue craft.,eaton,co,40.5302778,-104.7108333
11/2/1999,5/12/1994,11:00 am,2 sec.,,two men observed a blue/white object streak down and disappear behind a nearby ridge. cast light.,mitchell,or,44.5666667,-120.1522222
11/2/1999,5/12/1995,07:30 am,20 min.,,"experienced logger repts. three very bright lights in morning sky.  middle one rises, accelerates into distance  others follow!",starkey,or,45.2216667,-118.4247222
11/2/1999,5/12/1995,10:50 pm,3 min.,,"young woman repts. triangular ship suspended in se sky, three smaller lights below larger object.  objs. fly off.",duarte,ca,34.1394444,-117.9763889
11/2/1999,5/12/1996,11:00 pm,45 min.,,"group of people witness ""pinpoint of light w/ spiderweb of light outside center.""  obj. ascends, leaves trail behind it, disappears.",kelseyville,ca,38.9780556,-122.8383333
11/2/1999,5/12/1996,11:00 pm,65 min.,,"young couple watch very bright light to w over pacific o.  had ""corona effect""  reflected off water.  suddenly disappeared. (planet?)",santa cruz,ca,36.9741667,-122.0297222
6/6/2000,5/12/2000,01:02 am,2 seconds,,fireball,riverside,ca,33.9533333,-117.3952778
5/13/2012,5/12/2012,08:03 am,0:00:05,,disk shaped object observed making 90 degree turn straight up into the air in virginia.,vienna,va,38.9011111,-77.2655556
11/2/1999,5/13/1995,08:25 pm,3 sec.,,"man looks at disc of moon w/ binoculars.  sees bright, round ""dot"" move very fast across face of moon.  convincing rept.",tampa,fl,27.9472222,-82.4586111
11/2/1999,5/13/1995,09:30 pm,2 hrs.,,"man &amp  woman camped on shore witness flashing, pyramid-shaped obj. w/ multiple flashing lights.  radiated beams of light.",neah bay,wa,48.3683333,-124.6236111
11/2/1999,5/13/1995,09:40 pm,10 min.,,"woman repts. triangular ship flies overhead, stops, hovers.  simply ""winked out.""  object very bright.  first sighting for her.",framingham,ma,42.2791667,-71.4166667
11/2/1999,5/13/1996,10:45 pm,35 min.,,"man, brother, see bright yellow light hovering over local woods suddenly descend into woods, turn to orange. sudden flash of light.",rochester,ny,43.1547222,-77.6158333
5/24/1999,5/13/1999,07:30 pm,10 min,,heard what souned like a very long sonic boom. but 10 min before i noticed a very unsal contrail looked like nothing i ever seen before,tomahawk,wi,45.4711111,-89.7297222
7/23/2000,5/13/2000,11:00 pm,5 min.,,"first i saw a bright white light in the sky, getting really bright, then turning red and hovering there for about 5 - 10 minutes",auburn,wa,47.3075,-122.2272222
5/29/2012,5/13/2012,02:30 am,1 hour,,saw many white lights about the size of grapefruits in the tree line while camping in north carolina,pisgah forest,nc,35.2541667,-82.7002778
11/2/1999,5/14/1995,08:37 pm,25 min.,,woman repts. eight people observing very large obj.--1/2 diameter of full moon--visible in western sky.  moves to south.,silver beach,ny,41.0502778,-72.3566667
11/2/1999,5/14/1996,09:00 pm,30 sec.,,"man sees ""very bright white light, with a trail of light,"" streak across sky to nw.  bigger than star, distinctly circular in shape.",scottsdale,az,33.5091667,-111.8983333
8/11/2004,5/14/2004,10:39 am,one hour,,"a self-employed contractor working in medina, ohio area reported that he could not account for an hour of time after powering washing a",valley city,oh,41.2377778,-81.9316667
6/4/2004,5/14/2004,11:30 am,one hour,,i lost one hour of time this morning.,valley city,oh,41.2377778,-81.9316667
11/2/1999,5/15/1995,10:30 am,5 min.,,"man repts. seeing silver flash, then sees silver, shiny craft w/ thin fuselage, but no wings!  drifted off, disappeared from sight.",portland,or,45.5236111,-122.675
11/2/1999,5/15/1996,06:15 am,30 sec.,,"two fishermen witness very bright obj. pass overhead from sw to ne.  covered 90 deg. of arc in 30 sec., they thought. (satellite?)",jacksonville,fl,30.3319444,-81.6558333
11/2/1999,5/15/1996,10:05 pm,10 sec.,,"man sees 2 bright red spheres, ""200 yds. apart,"" streaking w to e along hwy 91.  below 1,000' alt.  both suddenly climbed sharply.",bellflower,ca,33.8816667,-118.1161111
7/25/2004,5/15/2004,12:30 am,35 mins +,,second hand report from first party witness with multiple craft sighting &amp  close encounter contact with grey,towson,md,39.4013889,-76.6022222
7/16/2006,5/15/2006,10:00 pm,10 sec,,lazer like light in the sky verry big and verry bright.,zirconia,nc,35.2416667,-82.4163889
11/28/2007,5/15/2006,12:00 am,one hour,,i just sent a piggyback report within the last half hour.  this is the report i mentioned only my timeline was off.,winter haven,fl,28.0219444,-81.7330556
11/2/1999,5/16/1995,10:45 pm,30 min.,,"woman sees bizarre disc outside house.  looked like ""red/orange circle w/ blurred edges.""",lake oswego,or,45.4208333,-122.6694444
1/28/1999,5/16/1998,12:00 am,over one hr.,,(s. w. o. c) -the chase sighting,west elkton,oh,40.7619444,-80.6988889
6/12/2002,5/16/2002,04:45 am,4 seconds,,large burning  astroid type object whitehot with a bluish tail and a burningorangish yellow fireball at the tail in the puget sound,bremerton,wa,47.5675,-122.6313889
11/2/1999,5/17/1996,01:30 am,5 sec.,,"man sees aqua-green obj., with bright orange nose, streak vertically from the night sky.  light visible through clouds.  obj. dims out.",miami,fl,25.7738889,-80.1938889
8/11/2004,5/17/2004,07:45 am,15 mins.,,witness claimed they saw a black figure run pass the window while cleaning. they also reported seing something fly past and a bright li,culloden,wv,38.42,-82.0555556
6/9/2009,5/17/2009,01:00 pm,30 sec,,a large white vapor-like airplane was right on the tail of a small private plane...when it made a sharp right turn and dissapeared,bend,or,44.0583333,-121.3141667
11/2/1999,5/18/1995,07:30 pm,1 hour,,"woman repts. obj. that descended vertically, moved left &amp  right, surrounded by ""sparks.""  very fast. multiple witnesses.",las vegas,nv,36.175,-115.1363889
11/2/1999,5/18/1996,10:30 pm,20 sec.,,"man sees ""shooting star"" streak across w to e, turn down toward earth, then streak back w.  color and size of star.",hampton,va,37.0297222,-76.3455556
11/2/1999,5/18/1996,11:20 pm,15 sec.,,"group of 6 adults witness a four-cornered obj. in nw sky suddenly erupt into yellow ""pieces,"" which rose into sky, disappear.",seattle,wa,47.6063889,-122.3308333
11/2/1999,5/19/1995,10:30 pm,90 sec.,,"man (phd) &amp  2 sons, driving n on i-5, witness delta-shaped craft, w/ sequentially pulsating red lights around edge fly n, descending..",federal way,wa,47.3225,-122.3113889
11/2/1999,5/19/1996,09:45 pm,70 sec.,,"man &amp  mother witness ""point of light"" approach an aircraft.  obj. then rose in sky, moved to horizon in 60 seconds.",visalia,ca,36.3302778,-119.2911111
11/2/1999,5/21/1995,07:30 pm,1 minute,,"man southbound on i-17 100 miles n of phoenix sees large ""disc "" on ground w/ structure on top.  ""fireball"" over city next a.m..",phoenix,az,33.4483333,-112.0733333
11/2/1999,5/21/1995,11:20 pm,20 min.,,"son &amp  father witness a brightly lighted ""inverted salad bowl"" w/ smaller obj. darting to &amp  from it  objs. merged, descnd, rose, dpartd.",fox chapel,pa,40.5133333,-79.88
11/2/1999,5/21/1996,11:58 pm,2 min.,,"four youth camping witness big white light, then huge triangular craft w/ 2 red lights on side.  obj. illuminated them with spotlight.",charleston,il,39.4961111,-88.1761111
5/13/2012,5/2/2012,11:30 pm,10 minutes+,,"very bright orange light, strobes, fades, brightens, moves, disappears, reappears in flathead valley.",columbia falls,mt,48.3725,-114.1805556
11/2/1999,5/22/1996,08:30 pm,3 min.,,"mother, 2 sons driving along wooded road, see huge silver disc.  50-60 yds. in diameter, ""pinkish streamers"" beside.  totally silent.",venice,fl,27.0994444,-82.4544444
11/2/1999,5/22/1996,10:30 pm,10 min.,,"man sees very large obj. in sky with ""circle of lights"" on ventral side.  obj. suddenly ""turned on a dime,"" flies in different dir..",huntington,wv,38.4191667,-82.4452778
8/5/2001,5/22/1999,11:15 pm,2-3 seconds,,"looking ese towards naches pass while stargazing on a ridge above greenwater, i saw a very bright and quick meteor-type trail, immediat",greenwater,wa,47.1561111,-121.6491667
11/2/1999,5/23/1995,05:20 am,6 sec.,,"man, former military &amp  familiar w/ aircraft, witnesses ""stingray-like"" craft w/ lights fly directly overhead.  bizarre object!",brawley,ca,32.9786111,-115.5294444
11/2/1999,5/23/1995,10:50 pm,20 min.,,"woman, husband, police officer, &amp  sec. guard witness 2 objs., one large &amp  white, one smaller, red &amp  green.  8 windows in big one!",woodland,me,45.1569444,-67.4052778
11/2/1999,5/23/1996,10:30 pm,7 min.,,"teenage boy and girl witness very bright light overtake their car.  object hovers over neighbor's house, becomes two bright lights.",rockford,wa,47.4522222,-117.1297222
11/2/1999,5/24/1995,10:15 pm,1 minute,,"woman witnesses 2 motionless lights near horizon, then saw dark ""mass"" around them.  lights went in circle, descend behind trees.",jeannette,pa,40.3280556,-79.6155556
11/2/1999,5/24/1995,10:35 pm,1 minute,,"young boy (14 yrs.), mother, &amp  friend witness large, white obj., size of moon fly almost overhead",brentwood,tn,36.0330556,-86.7827778
11/2/1999,5/24/1996,10:30 pm,3 min.,,"man sees round, white light moving at ""high speed"" to the north.  (telephone suddenly disconnects.)",youngstown,oh,41.0997222,-80.6497222
11/2/1999,5/24/1996,11:05 pm,3 sec.,,"faa empl., several adults see very bright disc ""w/ a dark hole in the middle.""  2x diam. of moon. obj. hovered, suddenly disappeared.",bowie,md,39.0066667,-76.7794444
8/7/2007,5/24/2007,10:00 pm,1 minute,,"strange object in the night sky over johnson city, tennessee",johnson city,tn,36.3133333,-82.3536111
6/9/2009,5/24/2009,09:30 pm,2-3 mins.,,a bright light,ypsilanti,mi,42.2411111,-83.6130556
6/3/2010,5/24/2010,09:15 am,"still going on, 30 min an",,"at present, there has been a light in the southwest sky, about half way between the moon and venus, it has been moving in all patterns,",green lake,wi,43.8441667,-88.96
6/3/2010,5/25/2009,12:00 am,20 seconds,,high altitude night flare over residential area?,tempe,az,33.4147222,-111.9086111
11/2/1999,5/26/1995,10:45 pm,10 sec.,,"young man witnesses very bright ""star"" flying north very fast, ""1/2 speed of falling star.""  obj. stopped, suddenly disappeared.",vinton,la,30.1905556,-93.5811111
11/2/1999,5/26/1996,06:36 pm,2 min.,,"man sees very large obj. in storm clouds during daylight!  obj. suddenly projects visible beam of light down vert., illuminates ground.",sullivan,mo,38.2080556,-91.1602778
8/5/2001,5/26/2001,10:00 pm,few min.,,my 13 year old son was never scared of the dark till now.,la quinta,ca,33.6633333,-116.3091667
8/5/2009,5/26/2009,11:05 pm,1-3 seconds,,clear kidneybean shaped thing in the sky,milwaukie,or,45.4463889,-122.6380556
1/5/2011,5/26/2010,08:30 pm,>20 min,,"rectangular slinky which had the appearance of being made of flat black ribbon dangling from clouds for 10 miles definitely not smoke,",santa ana,ca,33.7455556,-117.8669444
11/2/1999,5/27/1995,12:30 am,2 sec.,,"2 men witness ""blue meteorite"" descend at 45 deg. very fast.  obj. had very small tail, ""like flame from space shuttle.""  good rept.",arlington,wa,48.1988889,-122.1238889
11/2/1999,5/27/1995,12:54 am,10 sec.,,"man (anon.--boeing empl., former usaf)  repts. witnessing 4 lights, ""like balls of light,"" streaking in night sky, silent.  bizarre.",tacoma,wa,47.2530556,-122.4430556
5/29/2011,5/27/2011,03:30 pm,20 min,,4 objects floating above yakima wa.,yakima,wa,46.6022222,-120.5047222
11/2/1999,5/28/1995,11:35 pm,2 sec.,,two men witness momentary blue-green flash come through sw-facing window.  they both jumped from seats &amp  rushed to window.,bellevue,wa,47.6105556,-122.1994444
11/2/1999,5/28/1995,11:35 pm,45 sec.,,"comm. pilot/atp (14k hrs.) witnesses large, extremely bright, flaming obj. descend steeply in w sky. dramatic. good rept.",eagle creek,or,45.3575,-122.3577778
11/2/1999,5/29/1995,02:04 am,20 sec.,,"mother repts. her son witnessed big, blue light come up to his window, awakened him.  departed rapidly ""like blue streak.""",fairfield,ca,38.2494444,-122.0388889
11/2/1999,5/29/1995,02:30 am,4 sec.,,two men witness obj. overhead which illuminates vehicle with bright blue flash.  bluish glow lasted for 3-4 seconds. bizarre!,jamestown,ca,37.9533333,-120.4216667
11/2/1999,5/29/1995,04:00 am,4 sec.,,"man awakes, decides to go outside to smoke.  sees two objects in sky, which ""shoot"" beams of light down to the ground.",auburn,wa,47.3075,-122.2272222
11/2/1999,5/29/1996,03:55 am,5 min.,,"woman &amp  friend witness ""glowing pink, fluorescent, soup-can shaped"" object in night sky.  almost size of full moon.",antioch,ca,38.005,-121.8047222
6/5/2012,5/29/2012,09:15 pm,20 seconds,,"bright white light falling straight down, stopping and changing direction by 90 degrees due north",ohatchee,al,33.7833333,-86.0025
7/4/2012,5/29/2012,11:30 pm,20 seconds,,three unidentified creatures spotted from only 10-15 yards away.,gate city,va,36.6377778,-82.5811111
11/2/1999,5/30/1995,04:45 am,105 min.,,"man witnesses bright obj. in e sky.  it moves ""strangely, fast,"" approached second ""star,"" rose very quickly, disappeared. alarmed.",byron,mn,44.0327778,-92.6452778
2/10/2012,5/30/1997,02:00 am,15 minutes,,they are human in appearence,manchester,nh,42.9955556,-71.4552778
6/9/2009,5/30/2009,01:00 am,3 hours,,sighting while camping at parsons mountain sc.  ((nuforc note:  sightings of satellites and stars??  pd)),mccormick,sc,33.9133333,-82.2936111
1/28/1999,5/31/1997,11:28 am,3 - 4 seconds,,"white, long object travelling east to west, high altitude, extremely fast, no trail, no sound",glendale,az,33.5386111,-112.1852778
8/7/2007,5/31/2007,11:00 pm,10 minutes,,"dear mr. davenport,      every now and then i like to check in on your website.....that i thank you very much for by the way. back in may t",st. louis,mo,38.6272222,-90.1977778
11/2/1999,5/3/1995,12:54 am,10 min.,,"man reports up to nine bizarre, white  objects flying strangely overhead. (calls 2nd time to report  they are birds.)",reno,nv,39.5297222,-119.8127778
11/2/1999,5/3/1995,04:05 am,4 min.,,"prof. trucker repts. sighting disc while driving on i-90.  was very bright, white light.  could see disc &amp  dome.  good rept.",amsterdam,ny,42.9386111,-74.1886111
10/2/1999,5/3/1999,05:00 pm,less than30 seconds,,film of this sighting shown on tv,oklahoma city,ok,35.4675,-97.5161111
5/11/2000,5/3/2000,09:45 am,1 second,,the sky was perfectly clear and there was an enormous blinding flash which had the appearance of some type of nuclear devise going off,newton,ma,42.3369444,-71.2097222
6/12/2008,5/3/2008,10:00 pm,15 sec?,,"ufo filmed  huge flash of light over memphis, tn",memphis,tn,35.1494444,-90.0488889
11/21/2010,5/3/2010,04:00 pm,30 sec.,,i saw living creatures swooping in and  out of a cloud,mchenry,il,42.3333333,-88.2666667
5/12/2011,5/4/2011,12:00 am,1 week,,alien abduction scar/marks???,hershey,pa,40.2858333,-76.6505556
11/8/2003,5/5/1992,04:00 am,5 minutes,,"back in 1992 i was workin at a dining facility on the naval base in orlando, florida. one morning, i had to call in sick but because i",orlando,fl,28.5380556,-81.3794444
11/2/1999,5/5/1996,08:25 pm,5 min.,,"man sees peculiar stationary white light.  green light drops vertically from white light, becomes red, disappears.  1st obj. moves off.",san bruno,ca,37.6305556,-122.41
11/2/1999,5/5/1996,09:45 pm,3 sec.,,"many repts. of massive ""greenish-white"" obj. traveling se to nw, descending.  uscg overheard on scanner to use term, ""quicksilver.""",san francisco,ca,37.775,-122.4183333
5/14/2002,5/5/2002,04:00 pm,10 min,,has anyone had this happen?,core,wv,39.68,-80.1075
